Trial,Angular Diameter,Alpha Value,Chi-Squared Value
0,1.518999999999999,0.1,3.72891446860841
1,1.5139999999999996,0.1,4.330762013918598
2,1.51,0.11,2.778740544202427
3,1.5239999999999985,0.12,4.213640949004959
4,1.5139999999999996,0.1,3.1092686217225225
5,1.5119999999999998,0.15999999999999998,2.3564007112780034
6,1.5139999999999996,0.16999999999999998,2.8210300911218327
7,1.51,0.1,3.0151899593184
8,1.51,0.17999999999999997,3.117679436941016
9,1.5129999999999997,0.1,3.393310043799832
10,1.51,0.11,2.7670962141454947
11,1.511,0.15999999999999998,2.6595742358326455
12,1.5139999999999996,0.1,3.4880369918899317
13,1.5129999999999997,0.12,3.2698036695723194
14,1.5119999999999998,0.18999999999999995,3.559776197211882
15,1.5139999999999996,0.11,2.7962702018937486
16,1.511,0.1,3.124328235436785
17,1.5169999999999992,0.11,3.500242369014773
18,1.5129999999999997,0.11,2.8412020634198054
19,1.511,0.1,3.2500482566839066
20,1.5209999999999988,0.1,3.7366216795243767
21,1.5139999999999996,0.1,3.434453848028804
22,1.5139999999999996,0.1,3.1874005726927033
23,1.511,0.17999999999999997,3.4312391056344014
24,1.5139999999999996,0.17999999999999997,3.1700525791216827
25,1.5139999999999996,0.16999999999999998,2.8840045088100603
26,1.51,0.1,2.8977111081951863
27,1.5139999999999996,0.16999999999999998,2.9741953501409464
28,1.5119999999999998,0.15999999999999998,2.6660271537427866
29,1.5149999999999995,0.1,3.36276636600495
30,1.5139999999999996,0.1,3.1615834196022643
31,1.511,0.1,2.839928262127043
32,1.5139999999999996,0.1,3.1807479122680378
33,1.511,0.16999999999999998,3.0461307589468
34,1.51,0.17999999999999997,2.9924849949723686
35,1.511,0.1,3.1762313303880565
36,1.51,0.11,3.0761910156681376
37,1.518999999999999,0.1,4.038421829255356
38,1.5139999999999996,0.1,3.0229017613046834
39,1.5129999999999997,0.11,3.141453658407621
40,1.5129999999999997,0.11,3.1924351580751447
41,1.5129999999999997,0.11,3.6943503316218154
42,1.5139999999999996,0.1,3.2096404464505444
43,1.5139999999999996,0.1,4.00767718711293
44,1.5139999999999996,0.11,3.228187220614669
45,1.5149999999999995,0.11,3.3011920550794143
46,1.5139999999999996,0.1,3.561989470186935
47,1.5169999999999992,0.11,3.1534524607286025
48,1.511,0.1,2.9725436934885394
49,1.511,0.1,3.3216485697397484
50,1.5209999999999988,0.1,3.883596138306265
51,1.511,0.11,3.234041437259187
52,1.511,0.1,3.0279657096919377
53,1.511,0.15999999999999998,3.594910713624486
54,1.5169999999999992,0.11,3.0336555697352354
55,1.51,0.17999999999999997,3.2129580453570883
56,1.511,0.1,2.5806902396151985
57,1.511,0.11,3.04168514601613
58,1.5169999999999992,0.11,3.1641591112027245
59,1.5119999999999998,0.17999999999999997,2.942495444013283
60,1.5139999999999996,0.1,3.393204171474355
61,1.5139999999999996,0.1,3.0898313747824906
62,1.5119999999999998,0.15999999999999998,2.7773907867629024
63,1.5139999999999996,0.1,3.0297038101318607
64,1.511,0.1,3.479378813420653
65,1.5139999999999996,0.1,3.4624485342909406
66,1.5139999999999996,0.13999999999999999,2.621598840099785
67,1.518999999999999,0.1,3.896708134494007
68,1.518999999999999,0.1,4.116608007612555
69,1.511,0.13999999999999999,2.5712598924685746
70,1.5129999999999997,0.11,3.383930383877321
71,1.5139999999999996,0.1,3.3610827362191915
72,1.511,0.1,3.0268124735217485
73,1.511,0.1,2.9924653781588684
74,1.5139999999999996,0.1,3.0657674518042146
75,1.5209999999999988,0.11,3.5468591087770855
76,1.51,0.1,2.911322226710291
77,1.5129999999999997,0.18999999999999995,2.9397305916073773
78,1.511,0.1,3.5154935826614038
79,1.5139999999999996,0.1,3.199508376640307
80,1.5169999999999992,0.11,3.1206193161660765
81,1.5139999999999996,0.17999999999999997,3.452851049877009
82,1.511,0.1,3.0853824728218986
83,1.511,0.1,3.1673281584273445
84,1.51,0.1,3.3549926395265075
85,1.51,0.17999999999999997,3.804430799144492
86,1.5139999999999996,0.11,2.9425334915748462
87,1.5209999999999988,0.1,4.058575165930994
88,1.51,0.11,2.8378994044630867
89,1.5139999999999996,0.1,2.8047749069183836
90,1.5129999999999997,0.11,3.101385608606578
91,1.51,0.1,2.7661474616237385
92,1.511,0.1,3.043628904871289
93,1.5209999999999988,0.11,3.556748207480399
94,1.5129999999999997,0.18999999999999995,2.9519575674737615
95,1.511,0.1,3.2103185624006136
96,1.5119999999999998,0.15999999999999998,2.7796413238970508
97,1.51,0.17999999999999997,3.1764714329129657
98,1.51,0.1,2.7473657122016255
99,1.5139999999999996,0.1,3.3694457322802345
100,1.5119999999999998,0.15999999999999998,2.860885209084925
101,1.51,0.1,3.1891536437347865
102,1.5209999999999988,0.1,3.9627693282828935
103,1.5129999999999997,0.11,2.8523238891192073
104,1.5149999999999995,0.1,3.3103914417812317
105,1.5149999999999995,0.1,3.244440100356937
106,1.5139999999999996,0.1,3.060267462352174
107,1.5139999999999996,0.1,3.332258071104437
108,1.5179999999999991,0.1,3.397547788001311
109,1.5139999999999996,0.1,3.207397431176525
110,1.51,0.17999999999999997,3.1826435276382092
111,1.5139999999999996,0.1,3.436286467798346
112,1.511,0.11,3.2635903400412447
113,1.5129999999999997,0.12,2.685534424292048
114,1.511,0.1,3.494720637370381
115,1.5139999999999996,0.11,3.02440719053168
116,1.5119999999999998,0.18999999999999995,3.3025180029178776
117,1.5139999999999996,0.1,3.023466762112652
118,1.511,0.1,3.4606488017302035
119,1.5149999999999995,0.1,2.9763544148317354
120,1.511,0.1,3.440782271174807
121,1.5139999999999996,0.1,3.0722209610144633
122,1.511,0.1,2.9882637101620477
123,1.5159999999999993,0.11,3.203030349216636
124,1.5129999999999997,0.18999999999999995,3.176383517462493
125,1.5219999999999987,0.11,3.8698817863163173
126,1.51,0.1,3.1220414498115137
127,1.511,0.1,2.848007508215171
128,1.51,0.1,2.83834427805724
129,1.5119999999999998,0.15999999999999998,2.7574819820671315
130,1.5169999999999992,0.11,3.6183511841719955
131,1.5139999999999996,0.16999999999999998,2.9984330131885875
132,1.51,0.1,3.0710234362189186
133,1.511,0.1,2.892554962865912
134,1.5139999999999996,0.1,3.1646805551932267
135,1.5169999999999992,0.11,3.0941511153220524
136,1.5129999999999997,0.12,2.6876665314696746
137,1.5139999999999996,0.1,3.311098251610451
138,1.5119999999999998,0.18999999999999995,2.9579212687272864
139,1.5119999999999998,0.15999999999999998,3.0573534513782223
140,1.51,0.17999999999999997,2.909704757155682
141,1.51,0.1,2.906316660517554
142,1.5159999999999993,0.11,3.1534459920096083
143,1.5139999999999996,0.1,3.346249406148885
144,1.5139999999999996,0.16999999999999998,3.0855899587830566
145,1.511,0.1,3.273265687930738
146,1.5169999999999992,0.11,3.305486094023901
147,1.5139999999999996,0.1,3.2727000087253875
148,1.5139999999999996,0.1,3.094591535056579
149,1.5119999999999998,0.15999999999999998,2.986844137608603
150,1.51,0.11,2.6851653209886095
151,1.5159999999999993,0.11,3.2405678705887477
152,1.5169999999999992,0.11,2.9228908158702085
153,1.5119999999999998,0.13,2.693834254390697
154,1.5119999999999998,0.15999999999999998,2.589738774028667
155,1.511,0.1,2.8374425415015394
156,1.51,0.11,3.0952017840924846
157,1.511,0.1,2.978220004155941
158,1.511,0.1,3.1615711955761383
159,1.511,0.1,3.0027901904430325
160,1.5129999999999997,0.11,2.920686161409309
161,1.5129999999999997,0.18999999999999995,3.922460674017696
162,1.5209999999999988,0.1,3.7252169875048162
163,1.5129999999999997,0.11,3.2884069294126537
164,1.5139999999999996,0.1,3.569580507076714
165,1.5179999999999991,0.1,3.4647781859953164
166,1.5139999999999996,0.1,2.6359455208167133
167,1.5119999999999998,0.18999999999999995,3.146676714399181
168,1.5139999999999996,0.13999999999999999,2.741140795166116
169,1.5139999999999996,0.1,3.217144782169089
170,1.5119999999999998,0.15999999999999998,2.978005320706907
171,1.5149999999999995,0.1,3.3247675277709146
172,1.518999999999999,0.1,3.4988722703930955
173,1.511,0.1,2.9548946261618365
174,1.51,0.1,3.7985782523788933
175,1.5159999999999993,0.11,3.2992821718570267
176,1.5139999999999996,0.1,3.081990239403659
177,1.5139999999999996,0.1,3.0136582358244395
178,1.51,0.1,3.14835961088046
179,1.5209999999999988,0.1,4.1104716544834385
180,1.5129999999999997,0.18999999999999995,3.4958206864230865
181,1.51,0.1,2.802786285984071
182,1.5119999999999998,0.15999999999999998,2.659776231879515
183,1.511,0.15999999999999998,2.6896232032418266
184,1.511,0.17999999999999997,3.416494456923752
185,1.51,0.11,2.798766200023371
186,1.5139999999999996,0.1,3.386892229490178
187,1.5139999999999996,0.1,3.10248530818889
188,1.5119999999999998,0.15999999999999998,3.2055796790874482
189,1.518999999999999,0.1,4.340162718100106
190,1.5139999999999996,0.1,3.253306383601308
191,1.51,0.11,2.6587579435759388
192,1.511,0.1,3.0097260162287562
193,1.5139999999999996,0.1,3.047630529540305
194,1.511,0.1,3.210768403381629
195,1.511,0.1,3.4676021173955562
196,1.5129999999999997,0.11,3.318052383930647
197,1.5139999999999996,0.1,3.0618278286757294
198,1.5129999999999997,0.11,3.3997814092171126
199,1.5179999999999991,0.1,3.1568311201961308
200,1.511,0.11,2.967899463663543
201,1.511,0.15999999999999998,3.4028640279482465
202,1.51,0.14999999999999997,3.3094201071490676
203,1.511,0.1,2.890064147954049
204,1.5139999999999996,0.1,3.1463239848904303
205,1.5139999999999996,0.1,3.255571378648938
206,1.5119999999999998,0.18999999999999995,3.5964701100552334
207,1.51,0.11,2.820320835040612
208,1.518999999999999,0.1,3.6039627352748527
209,1.5119999999999998,0.15999999999999998,2.866446894396578
210,1.5169999999999992,0.11,3.3107388904945205
211,1.5139999999999996,0.1,3.1869147030166713
212,1.51,0.11,2.5846715390380646
213,1.51,0.11,2.8360415760098294
214,1.5119999999999998,0.15999999999999998,3.2461572694047374
215,1.5169999999999992,0.11,3.480153958739556
216,1.5149999999999995,0.1,3.5714612607519145
217,1.5139999999999996,0.1,3.9026864182759735
218,1.5119999999999998,0.18999999999999995,2.8406115811781714
219,1.5129999999999997,0.18999999999999995,3.056202155948347
220,1.5139999999999996,0.17999999999999997,3.0992321280917294
221,1.5139999999999996,0.1,3.0274492045137658
222,1.5129999999999997,0.11,3.032808976223135
223,1.5119999999999998,0.13,2.851152993576815
224,1.51,0.11,3.1704793988088316
225,1.511,0.1,3.203128532458696
226,1.5139999999999996,0.1,3.235279573907084
227,1.5139999999999996,0.1,3.3182936544797768
228,1.5139999999999996,0.1,2.999918608069615
229,1.511,0.1,2.894584507073146
230,1.5129999999999997,0.11,2.9817320778135294
231,1.5139999999999996,0.1,3.3022910991667667
232,1.5139999999999996,0.1,3.2578589184116704
233,1.5139999999999996,0.1,3.3136009625417517
234,1.5139999999999996,0.1,3.065003772547666
235,1.51,0.11,2.809256521668974
